s1,s2,gs,file,s1_n_words,s2_n_words,s1_n_verbs_tot,s2_n_verbs_tot,s1_n_verbs_pres,s2_n_verbs_pres,s1_n_verbs_past,s2_n_verbs_past,s1_n_nouns,s2_n_nouns,s1_n_adjectives,s2_n_adjectives,s1_n_adverbs,s2_n_adverbs,dif_n_words,dif_n_verbs_tot,dif_n_verbs_pres,dif_n_verbs_past,dif_n_nouns,dif_n_adjectives,dif_n_adverbs,jaccard_all_words,jaccard_verbs,jaccard_nouns,jaccard_adjectives,jaccard_adverbs,all_all_shared_synsets_count,all_all_shared_synsets_ratio,all_all_avg_synset_similarity,all_all_max_synset_similarity,all_verb_shared_synsets_count,all_verb_shared_synsets_ratio,all_verb_avg_synset_similarity,all_verb_max_synset_similarity,all_noun_shared_synsets_count,all_noun_shared_synsets_ratio,all_noun_avg_synset_similarity,all_noun_max_synset_similarity,all_adj_shared_synsets_count,all_adj_shared_synsets_ratio,all_adj_avg_synset_similarity,all_adj_max_synset_similarity,all_adv_shared_synsets_count,all_adv_shared_synsets_ratio,all_adv_avg_synset_similarity,all_adv_max_synset_similarity,best_all_shared_synsets_count,best_all_shared_synsets_ratio,best_all_avg_synset_similarity,best_all_max_synset_similarity,best_verb_shared_synsets_count,best_verb_shared_synsets_ratio,best_verb_avg_synset_similarity,best_verb_max_synset_similarity,best_noun_shared_synsets_count,best_noun_shared_synsets_ratio,best_noun_avg_synset_similarity,best_noun_max_synset_similarity,best_adj_shared_synsets_count,best_adj_shared_synsets_ratio,best_adj_avg_synset_similarity,best_adj_max_synset_similarity,best_adv_shared_synsets_count,best_adv_shared_synsets_ratio,best_adv_avg_synset_similarity,best_adv_max_synset_similarity,lemma_diversity,shared_lemmas_ratio,avg_lemma_similarity,max_lemma_similarity,lemma_jackard_similarity,shared_lemma_count,dice_coefficient,lemma_bigram_overlap,lemma_lcs_length,lemma_edit_distance,proportion_s1_in_s2,proportion_s2_in_s1,lemma_position_similarity
"After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.","In fact, it is not absolutely certain that the definition of price that is proposed is better than another, because the different currently in the Member States all fully.  ",3.8,SMTeuroparl,40,32,5,5,4,4,1,1,7,4,5,2,3,5,8,0,0,0,3,3,-2,0.475,0.5,0.375,0.16666666666666663,0.33333333333333337,63,0.5526315789473685,0.3368486589352742,1.0,11,0.4583333333333333,0.2985340732499823,1.0,27,0.6923076923076923,0.2572100506150744,1.0,5,0.5555555555555556,0.5510204081632653,1.0,15,0.75,0.524671052631579,1.0,9,0.5,0.4044898239015886,1.0,1,1.0,1.0,1.0,5,0.625,0.3273081027282708,1.0,0,0.0,0.5,0.5,2,0.6666666666666666,0.6666666666666666,1.0,19,0.42105263157894735,0.29424945424945426,1.0,0.42105263157894735,8,0.5925925925925926,0.04,6,10,0.5714285714285714,0.6153846153846154,0.9416666666666667
(Applause),"I have already said on this point and I fully endorse what he said on the need to improve the public debate considerably I will not repeat what I said, but it is true that, all too often the citizens feel alienated by decisions taken in authorities that they do not know.",0.0,SMTeuroparl,3,55,0,14,0,4,0,5,1,10,0,2,0,6,-52,-14,-4,-5,-9,-2,-6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.29835505052223316,0.7692307692307693,0,0.0,0.0,0.0,0,0.0,0.29835505052223316,0.7692307692307693,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.29785086708163633,0.46153846153846156,0,0.0,0.0,0.0,0,0.0,0.29785086708163633,0.46153846153846156,0,0.0,1.0,1.0,0,0.0,0.0,0.0,21,0.0,0.2160796274432638,0.375,0.0,0,0.0,0.0,0,22,0.0,0.0,0.0
"Thank you very much, Commissioner.","Thank you very much, Mr Commissioner.  ",4.8,SMTeuroparl,7,8,0,0,0,0,0,0,2,2,0,1,2,2,-1,0,0,0,0,-1,0,0.875,0.0,1.0,0.0,1.0,10,0.9090909090909091,0.568315344785933,1.0,1,1.0,1.0,1.0,3,0.75,0.43035820388761564,1.0,1,1.0,1.0,1.0,5,1.0,0.6,1.0,3,0.75,0.5242897158863545,1.0,1,1.0,1.0,1.0,2,0.6666666666666666,0.44500466853408027,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,4,0.75,0.35555555555555557,1.0,0.75,3,0.8571428571428571,0.25,3,1,1.0,0.75,0.9166666666666666
"Action is needed quickly, which is why we decided to include this item on the agenda.",There is urgency and that is why we have decided to put this issue on the agenda.,4.8,SMTeuroparl,18,18,5,5,2,3,2,1,3,3,0,0,1,0,0,0,-1,1,0,0,1,0.36,0.1428571428571429,0.19999999999999996,0.0,0.0,6,0.08823529411764706,0.2771923809543175,1.0,4,0.14814814814814814,0.26132800480958773,1.0,2,0.05405405405405406,0.2870131852343883,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,2,0.2,0.45125954292620957,1.0,1,0.5,0.75,1.0,1,0.14285714285714285,0.41391698579198577,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,10,0.2,0.27341785198928054,1.0,0.19999999999999996,2,0.3333333333333333,0.0,2,5,0.2857142857142857,0.4,0.7142857142857143
The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson for us within this House in its debate this morning is that we are forced to conclude that the laws at sea are, in the world, in a state of chaos, and that we must get down to work to bring order.",4.2,SMTeuroparl,38,48,7,8,4,3,0,1,9,10,0,0,1,0,-10,-1,1,-1,-1,0,1,0.4042553191489362,0.18181818181818177,0.3571428571428571,0.0,0.0,47,0.17537313432835822,0.26872881473590465,1.0,11,0.08333333333333333,0.27163300394283735,1.0,34,0.34,0.26090356477152365,1.0,0,0.0,0.5,0.5,0,0.0,0.5,0.5,7,0.2692307692307692,0.27571554771782825,1.0,1,0.3333333333333333,0.5238095238095238,1.0,6,0.3,0.2699502716430826,1.0,0,0.0,0.0,0.0,0,0.0,0.5,0.5,26,0.2692307692307692,0.19503663003663002,1.0,0.2692307692307693,7,0.42424242424242425,0.03333333333333333,6,13,0.4666666666666667,0.3888888888888889,0.8253968253968252
Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we are part of the club, or we are not and we must therefore we abide by this decision.",4.6,SMTeuroparl,22,22,4,3,4,2,0,0,1,3,1,0,1,2,0,1,2,0,-2,1,-1,0.33333333333333337,0.25,0.33333333333333337,0.0,0.0,12,0.1935483870967742,0.29415690892770685,1.0,4,0.18181818181818182,0.3068918623464078,1.0,7,0.25925925925925924,0.26078948589391365,1.0,0,0.0,0.0,0.0,1,0.14285714285714285,0.53125,1.0,2,0.2,0.49287150757738996,1.0,0,0.0,0.25,0.25,1,0.25,0.42146089204912734,1.0,0,0.0,0.0,0.0,1,0.3333333333333333,0.625,1.0,10,0.2,0.2525465011179297,1.0,0.19999999999999996,2,0.3333333333333333,0.0,2,5,0.4,0.2857142857142857,0.9285714285714286
The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right to a government to remove arbitrarily its constitution is defining characteristic of a tyranny.,5.0,SMTeuroparl,20,17,3,3,2,2,0,0,5,5,1,0,1,1,3,0,0,0,0,1,0,0.7777777777777778,0.5,1.0,0.0,1.0,58,0.48739495798319327,0.3318487312976868,1.0,9,0.21951219512195122,0.2948380694369999,1.0,23,0.5897435897435898,0.27269463665963467,1.0,6,1.0,0.5833333333333334,1.0,11,0.6470588235294118,0.5294117647058824,1.0,7,0.7,0.42344389356773254,1.0,1,1.0,1.0,1.0,5,0.625,0.39598884088048175,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,10,0.7,0.3086815961815962,1.0,0.7,7,0.8235294117647058,0.36363636363636365,7,3,0.7777777777777778,0.875,0.9206349206349207
"After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.","Indeed, it is not at all convinced that the definition of fair price which is proposed is better than another, because the different definitions used in the Member States are sufficient all amply.",4.8,SMTeuroparl,40,36,5,7,4,4,1,3,7,6,5,3,3,3,4,-2,0,-2,1,2,0,0.43181818181818177,0.6,0.625,0.0,0.19999999999999996,67,0.5114503816793893,0.33410291544300974,1.0,17,0.6538461538461539,0.3115553975751344,1.0,34,0.8717948717948718,0.2581087684270294,1.0,1,0.07692307692307693,0.5102040816326531,1.0,13,0.5909090909090909,0.5213815789473685,1.0,7,0.3333333333333333,0.3603141774397421,1.0,1,0.5,0.6111111111111112,1.0,6,0.75,0.32157025717555193,1.0,0,0.0,0.5,0.5,0,0.0,0.5,0.5,22,0.2727272727272727,0.2817881131214464,1.0,0.2727272727272727,6,0.42857142857142855,0.037037037037037035,4,11,0.42857142857142855,0.42857142857142855,0.9444444444444445
"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum labelling and which entered into force for two and a half months, does not allow for properly tracing the origin of animals, and we have belatedly banned specified risk material.",5.0,SMTeuroparl,54,46,11,11,2,5,6,5,10,9,4,2,5,3,8,0,-3,1,1,2,2,0.4363636363636364,0.1578947368421053,0.7,0.5,0.1428571428571429,101,0.4089068825910931,0.2691675694362382,1.0,36,0.2482758620689655,0.26598961281588146,1.0,52,0.7123287671232876,0.26460313236854016,1.0,6,0.5454545454545454,0.5454545454545454,1.0,1,0.125,0.525,1.0,15,0.5357142857142857,0.2985965626361665,1.0,2,0.2857142857142857,0.38313492063492066,1.0,13,0.7647058823529411,0.2891233769587785,1.0,0,0.0,1.0,1.0,0,0.0,0.5,0.5,29,0.41379310344827586,0.2027657427113949,1.0,0.4137931034482759,12,0.5853658536585366,0.20588235294117646,13,10,0.5454545454545454,0.631578947368421,0.9456521739130436
"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It happening in trial on 8 January. he is accused of taking part in a meeting of Tunisian opponents in France, what to do deny it.",3.8,SMTeuroparl,25,29,4,6,2,3,1,1,6,6,1,1,0,0,-4,-2,-1,0,0,0,0,0.3939393939393939,0.0,0.5,1.0,0.0,36,0.19047619047619047,0.2820258577645146,1.0,21,0.1826086956521739,0.28270714148323256,1.0,12,0.17647058823529413,0.2779191376875566,1.0,2,1.0,0.75,1.0,0,0.0,0.0,0.0,6,0.35294117647058826,0.29245840771409254,1.0,1,0.25,0.4396825396825397,1.0,5,0.38461538461538464,0.28155291645717057,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,17,0.35294117647058826,0.25864543705452797,1.0,0.3529411764705882,6,0.5217391304347826,0.16666666666666666,6,6,0.5454545454545454,0.5,0.9583333333333334
"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are confronted with a potential risk, it is important to put the precautionary principle into practice.",4.8,SMTeuroparl,18,20,4,4,2,2,1,1,2,3,3,3,0,0,-2,0,0,0,-1,0,0,0.7272727272727273,0.33333333333333337,0.6666666666666667,1.0,0.0,26,0.35135135135135137,0.29574603479548117,1.0,6,0.17142857142857143,0.29205350205350206,1.0,12,0.3870967741935484,0.2757787833845625,1.0,4,1.0,0.625,1.0,0,0.0,1.0,1.0,5,0.5,0.3864181570063923,1.0,0,0.0,0.4,0.4,3,0.5,0.32438088055735115,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,10,0.5,0.3622835497835498,1.0,0.5,5,0.6666666666666666,0.3,5,3,0.7142857142857143,0.625,1.0
Question No 6 by (H-0886/00):,Question No 6 by (H-0886/00):,5.0,SMTeuroparl,8,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,13,1.0,0.44442657995599166,1.0,5,1.0,0.42763636363636365,1.0,7,1.0,0.4416547837916385,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,2,1.0,0.6176470588235294,1.0,0,0.0,1.0,1.0,2,1.0,0.6176470588235294,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,3,1.0,0.3888888888888889,1.0,1.0,3,1.0,1.0,3,0,1.0,1.0,1.0
As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,"In 1996, the European Parliament is in favour of a ban on the use in the European Union, in accordance with the precautionary principle - if only they had.  ",3.8,SMTeuroparl,35,32,1,2,0,1,1,1,9,7,3,3,3,1,3,-1,-1,0,2,0,2,0.625,0.0,0.7777777777777778,1.0,0.33333333333333337,57,0.5816326530612245,0.2855842770987201,1.0,14,0.3888888888888889,0.2872145687744467,1.0,39,0.9069767441860465,0.28032172060152144,1.0,2,0.2857142857142857,0.5714285714285714,1.0,0,0.0,0.0,0.0,9,0.6428571428571429,0.33588350912597686,1.0,0,0.0,0.0,0.0,8,0.8,0.3255305968541263,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,16,0.625,0.2805003226126221,1.0,0.625,10,0.7692307692307693,0.4444444444444444,11,6,0.625,1.0,0.7705882352941176
That made them heavily dependent on loans.,An evolution which made them strongly dependent on the borrowed capital.,4.6,SMTeuroparl,8,12,1,3,0,0,1,2,2,2,0,0,1,1,-4,-2,0,-1,0,0,0,0.25,0.33333333333333337,0.0,0.0,0.0,58,0.6823529411764706,0.30911709414496336,1.0,49,0.9423076923076923,0.30621566450978216,1.0,3,0.2,0.2417022003046626,1.0,2,1.0,0.75,1.0,0,0.0,0.5,0.5,2,0.25,0.37084521813028604,1.0,0,0.0,0.0,0.0,2,0.4,0.3600823196411432,1.0,0,0.0,1.0,1.0,0,0.0,0.5,0.5,8,0.25,0.2691372285122285,1.0,0.25,2,0.4,0.0,2,4,0.5,0.3333333333333333,0.8333333333333334
"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on Citizens' Freedoms and Rights, Justice and internal affairs has prepared with great care the Karamanou report.",4.6,SMTeuroparl,30,25,2,2,1,1,1,1,12,10,2,3,0,0,5,0,0,0,2,-1,0,0.5806451612903225,0.0,0.8333333333333334,0.6666666666666667,0.0,95,0.5307262569832403,0.2909021881737211,1.0,23,0.2948717948717949,0.27451685871418313,1.0,41,0.6721311475409836,0.2566617733880763,1.0,5,0.625,0.5595238095238095,1.0,10,0.7692307692307693,0.5384615384615384,1.0,12,0.75,0.288169987851402,1.0,1,1.0,1.0,1.0,11,0.7857142857142857,0.2835477150452423,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,18,0.6666666666666666,0.2761163687502973,1.0,0.6666666666666667,12,0.8,0.2727272727272727,8,13,0.75,0.8571428571428571,0.6614583333333334
The debate is closed.,The debate is closed.  ,5.0,SMTeuroparl,5,5,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,43,1.0,0.35943741051454153,1.0,21,1.0,0.28522361991749745,1.0,5,1.0,0.4458356146777199,1.0,3,1.0,0.6666666666666666,1.0,2,1.0,0.75,1.0,2,1.0,0.6538461538461539,1.0,0,0.0,1.0,1.0,2,1.0,0.6538461538461539,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,2,1.0,0.6111111111111112,1.0,1.0,2,1.0,1.0,2,0,1.0,1.0,1.0
I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,"I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights in the future Treaty, which will be adopted in Nice.",4.4,SMTeuroparl,24,29,2,4,1,1,1,2,6,7,3,2,1,1,-5,-2,0,-1,-1,1,0,0.6923076923076923,0.5,0.8571428571428572,0.6666666666666667,1.0,112,0.8818897637795275,0.2918728615818619,1.0,40,0.851063829787234,0.23569582166364328,1.0,39,0.9285714285714286,0.28592197287467946,1.0,6,0.75,0.5625,1.0,11,1.0,0.5454545454545454,1.0,10,0.7692307692307693,0.3378678119228591,1.0,0,0.0,0.0,0.0,9,0.9,0.3305107876108908,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,13,0.7692307692307693,0.27701271792180887,1.0,0.7692307692307692,10,0.8695652173913043,0.5,10,2,0.9090909090909091,0.8333333333333334,0.9916666666666666
"You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.","You do not even want to incorporate it into the Treaty, which shows that this text was to be put to one side.",4.8,SMTeuroparl,28,25,7,7,2,3,3,2,4,3,0,0,5,2,3,0,-1,1,1,0,3,0.5483870967741935,0.4,0.4,0.0,0.4,26,0.21311475409836064,0.29650034976946177,1.0,9,0.18,0.2647833022417797,1.0,6,0.15384615384615385,0.2787170339609943,1.0,2,0.6666666666666666,0.6666666666666666,1.0,4,0.23529411764705882,0.5294117647058824,1.0,4,0.23529411764705882,0.36060569250019114,1.0,1,0.25,0.4255952380952381,1.0,3,0.2727272727272727,0.3551898970339373,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,17,0.23529411764705882,0.231535028757251,1.0,0.23529411764705888,4,0.38095238095238093,0.05555555555555555,4,8,0.3333333333333333,0.4444444444444444,0.9791666666666666
"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament called for in its resolution of 16 March 2000, that these initiatives is the Presidency of the European Council intend to take to play a more active role in order to ensure the full implementation of the UN Peace Plan?",4.4,SMTeuroparl,52,46,8,6,5,2,1,1,11,11,6,5,2,1,6,2,3,0,0,1,1,0.4807692307692307,0.07692307692307687,0.5714285714285714,0.8,0.5,223,0.6445086705202312,0.2806115485470989,1.0,120,0.6030150753768844,0.265999042417646,1.0,78,0.6666666666666666,0.3093208833354326,1.0,14,0.9333333333333333,0.5333333333333333,1.0,1,1.0,1.0,1.0,17,0.6071428571428571,0.28980801677396106,1.0,0,0.0,0.2804232804232804,0.3333333333333333,17,0.7391304347826086,0.2899491406288585,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,31,0.5161290322580645,0.22912020161184038,1.0,0.5161290322580645,16,0.6808510638297872,0.3055555555555556,17,11,0.64,0.7272727272727273,0.90625
All those who are at present engaged in illicit work would obtain work with decent social conditions.,All those which currently work with the black would obtain an employment under decent social conditions.,4.2,SMTeuroparl,18,17,3,2,1,1,1,0,3,2,4,3,0,1,1,1,0,1,1,1,-1,0.3076923076923077,0.25,0.33333333333333337,0.4,0.0,64,0.5333333333333333,0.3038272096049658,1.0,35,0.5932203389830508,0.2829398162689237,1.0,16,0.5517241379310345,0.29000164733202677,1.0,4,0.4444444444444444,0.5476190476190477,1.0,1,0.5,0.75,1.0,5,0.45454545454545453,0.5161092530657748,1.0,1,0.5,0.6666666666666666,1.0,3,0.5,0.4768589743589744,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,0.5,0.26578924162257495,1.0,0.5,6,0.6666666666666666,0.21428571428571427,6,5,0.6666666666666666,0.6666666666666666,0.8833333333333334
"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","We need to know today, since we are always in uncertainty, what are the scientific data, what measures are to be taken.",4.2,SMTeuroparl,24,26,5,7,2,4,1,1,4,4,1,1,1,1,-2,-2,-2,0,0,0,0,0.3666666666666667,0.6666666666666667,0.1428571428571429,1.0,0.0,60,0.43795620437956206,0.3133076442374023,1.0,53,0.7910447761194029,0.31666781820460127,1.0,5,0.1,0.2860153702492443,1.0,2,0.5,0.625,1.0,0,0.0,0.5,0.5,4,0.2857142857142857,0.33419090927238226,1.0,0,0.0,1.0,1.0,3,0.25,0.3223014612236748,1.0,1,1.0,1.0,1.0,0,0.0,0.0,0.0,15,0.26666666666666666,0.2316850649350649,1.0,0.2666666666666667,4,0.42105263157894735,0.0,3,9,0.4444444444444444,0.4,0.825
". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.","- (ES) Mr President, enlargement is essential for the construction of a strong and united Europe.",5.0,SMTeuroparl,21,20,1,1,1,1,0,0,6,6,4,3,0,0,1,0,0,0,0,1,0,0.8181818181818181,1.0,0.7142857142857143,0.75,0.0,45,0.8035714285714286,0.3174573621455301,1.0,6,1.0,0.4380952380952381,1.0,24,0.8,0.2611476425420944,1.0,5,0.625,0.5625,1.0,0,0.0,1.0,1.0,8,0.7272727272727273,0.3586060138691718,1.0,1,1.0,1.0,1.0,6,0.6666666666666666,0.3356990857930708,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,11,0.7272727272727273,0.3299434207767541,1.0,0.7272727272727273,8,0.8421052631578947,0.7,8,2,0.8,0.8888888888888888,1.0
"Action is needed quickly, which is why we decided to include this item on the agenda.",There is urgency and therefore we decided to put this point at the order of business.,4.6,SMTeuroparl,18,17,5,3,2,1,2,1,3,3,0,1,1,0,1,2,1,1,0,-1,1,0.2592592592592593,0.4,0.0,0.0,0.0,6,0.04838709677419355,0.28627537358402777,1.0,4,0.09090909090909091,0.24565661839417494,1.0,2,0.02702702702702703,0.3007963576533397,1.0,0,0.0,1.0,1.0,0,0.0,0.5,0.5,1,0.07692307692307693,0.397645591123852,1.0,1,0.5,0.75,1.0,0,0.0,0.3572924297924298,0.8571428571428571,0,0.0,1.0,1.0,0,0.0,0.5,0.5,13,0.07692307692307693,0.225767146685514,1.0,0.07692307692307687,1,0.14285714285714285,0.0,1,7,0.14285714285714285,0.14285714285714285,0.8571428571428572
"The resolution on Nice, voted today, does not reflect this.","The resolution on the Nice Summit, which has just been passed, does not reflect the.",4.2,SMTeuroparl,13,18,3,5,1,2,1,2,2,2,1,1,1,2,-5,-2,-1,-1,0,0,-1,0.5,0.33333333333333337,0.33333333333333337,1.0,0.5,24,0.2823529411764706,0.29620943709458164,1.0,7,0.18421052631578946,0.2834159247038035,1.0,12,0.3076923076923077,0.29439693836834907,1.0,1,0.5,0.75,1.0,0,0.0,0.0,0.0,3,0.42857142857142855,0.39280369764798834,1.0,1,1.0,1.0,1.0,2,0.3333333333333333,0.3548539287509876,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,7,0.42857142857142855,0.2981111111111111,1.0,0.4285714285714286,3,0.6,0.14285714285714285,3,2,0.6,0.6,1.0
"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has, however, also fought for this reduction in the funds allocated to the innovative actions should be compensated for by the use of flexible framework, set out in a statement on the financial perspective.",3.8,SMTeuroparl,47,40,6,6,1,1,4,4,12,8,4,3,2,2,7,0,0,0,4,1,0,0.3877551020408163,0.19999999999999996,0.17647058823529416,0.4,1.0,31,0.13304721030042918,0.2766186217535821,1.0,10,0.12195121951219512,0.24058141684678613,1.0,13,0.10833333333333334,0.28473521916468053,1.0,1,0.2,0.5625,1.0,5,1.0,0.6,1.0,8,0.27586206896551724,0.3621575680778905,1.0,0,0.0,0.0,0.0,4,0.19047619047619047,0.34055368882923065,1.0,1,0.3333333333333333,0.625,1.0,2,1.0,0.75,1.0,30,0.26666666666666666,0.26448504809849344,1.0,0.2666666666666667,8,0.42105263157894735,0.09090909090909091,7,15,0.38095238095238093,0.47058823529411764,0.9523809523809523
Approval of the Minutes of the previous sitting,Approval of the Minutes of the previous sitting.,5.0,SMTeuroparl,8,9,0,0,0,0,0,0,3,3,1,1,0,0,-1,0,0,0,0,0,0,0.8571428571428572,0.0,1.0,1.0,0.0,25,1.0,0.39387667089627876,1.0,10,1.0,0.3412380952380952,1.0,10,1.0,0.3949844142785319,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,4,1.0,0.7619047619047619,1.0,1,1.0,1.0,1.0,2,1.0,0.6428571428571428,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,4,1.0,0.4036931818181818,1.0,1.0,4,1.0,1.0,4,0,1.0,1.0,1.0
"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","Faced with criticisms, particularly those of Ireland and France, the British Chancellor of the Exchequer has given a new interpretation: it is now a matter of resources for all users, including the drivers of heavy goods vehicles.  ",4.6,SMTeuroparl,50,42,9,5,4,3,5,2,10,12,4,3,3,2,8,4,1,3,-2,1,1,0.37037037037037035,0.2727272727272727,0.2941176470588235,0.19999999999999996,0.33333333333333337,35,0.12589928057553956,0.2554401791523189,1.0,13,0.11403508771929824,0.2493296117139768,1.0,20,0.2222222222222222,0.2469264760466894,1.0,1,0.07142857142857142,0.5138888888888888,1.0,1,0.125,0.5357142857142857,1.0,10,0.37037037037037035,0.2679657518004237,1.0,1,0.3333333333333333,0.47916666666666663,1.0,8,0.38095238095238093,0.2593520748677374,1.0,0,0.0,0.5,0.5,1,1.0,1.0,1.0,28,0.32142857142857145,0.2454982997919286,1.0,0.3214285714285714,9,0.4864864864864865,0.09090909090909091,9,16,0.5,0.47368421052631576,0.8888888888888888
"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It crosses the 8 January of this year. it is to have a Union of Tunisian opponents in France, which Moreover it.  ",3.6,SMTeuroparl,25,25,4,4,2,3,1,0,6,5,1,1,0,0,0,0,-1,1,1,0,0,0.34375,0.0,0.2222222222222222,1.0,0.0,9,0.06040268456375839,0.24694795344917006,1.0,0,0.0,0.2500032834680605,0.6666666666666666,6,0.08695652173913043,0.24157996223778488,1.0,2,0.6666666666666666,0.6666666666666666,1.0,0,0.0,0.0,0.0,4,0.25,0.27622306194932617,1.0,0,0.0,0.0,0.0,4,0.3076923076923077,0.27622306194932617,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,16,0.25,0.21183006107248528,1.0,0.25,4,0.4,0.058823529411764705,4,7,0.36363636363636365,0.4444444444444444,0.8636363636363635
"If we define a clear, binding framework for the Member States, then there should be a longer evaluation period for the various support systems required to satisfy these requirements.","If we create a clear framework and binding on the Member States, the various systems to meet these requirements should have a longer period test.",4.8,SMTeuroparl,32,27,5,3,2,1,1,0,8,8,3,3,1,0,5,2,1,1,0,0,1,0.5142857142857142,0.0,0.6,1.0,0.0,109,0.592391304347826,0.29064040497145754,1.0,38,0.4470588235294118,0.2736370518913273,1.0,38,0.59375,0.26253491859587874,1.0,9,1.0,0.5555555555555556,1.0,3,1.0,0.6666666666666666,1.0,9,0.47368421052631576,0.3133725084684837,1.0,0,0.0,0.3952380952380952,0.5,8,0.5714285714285714,0.3056681758086461,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,18,0.5555555555555556,0.2574808240192855,1.0,0.5555555555555556,10,0.7142857142857143,0.04,6,12,0.6666666666666666,0.7692307692307693,0.86
"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I say to you very clearly: we need to give its opportunity to Koitunica, and I therefore hope that he will ensure an amnesty over the coming weeks or months; but meanwhile, I hope, however, that, in political terms and in budgetary terms, political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction.",5.0,SMTeuroparl,68,71,11,9,3,4,2,1,15,14,7,6,3,6,-3,2,-1,1,1,1,-3,0.4342105263157895,0.125,0.6470588235294117,0.375,0.2857142857142857,157,0.4952681388012618,0.2717757561934281,1.0,63,0.42857142857142855,0.26078101147680494,1.0,72,0.6428571428571429,0.27162744296336117,1.0,6,0.5,0.5416666666666666,1.0,6,0.35294117647058826,0.5238095238095238,1.0,18,0.5,0.36494045003882714,1.0,0,0.0,0.5,0.5,14,0.56,0.3536351543826694,1.0,3,0.75,0.625,1.0,1,0.25,0.625,1.0,40,0.425,0.2348063973063973,1.0,0.42500000000000004,17,0.5964912280701754,0.18,13,26,0.5862068965517241,0.6071428571428571,0.8425047438330171
